Date,Job Title,Link,Company,Location,Job Type
2025-03-07,Développeur Sénior,https://www.jobinfocamer.com/job/40615/developpeur-senior-a-mobility-cloud,Mobility Cloud,Yaoundé,Part-time
2025-03-07,DevOps/Expérimenté,https://www.jobinfocamer.com/job/40614/devops-experimente-a-mobility-cloud,Mobility Cloud,Yaoundé,Part-time
2025-03-07,Spécialiste Google Ads,https://www.jobinfocamer.com/job/40616/specialiste-google-ads-a-engie-soft-sarl,Engie Soft SARL,Douala,Full-time
2025-02-25,"Product Owner, Business Analyst and Designer.",https://www.jobinfocamer.com/job/40563/product-owner-business-analyst-and-designer--a-utecq,UTECQ,Yaoundé,Internship
2025-02-25,Administrateur Systèmes et DevOps Cloud,https://www.jobinfocamer.com/job/40561/administrateur-systemes-et-devops-cloud-a-e-same,e-SAME,Douala,Full-time
2025-02-21,MAINTENANCE Informatique,https://www.jobinfocamer.com/job/40547/maintenance-informatique-a-rbs-holdings-sarl,RBS HOLDINGS SARL,Douala,Internship
2025-02-20,DevOps et Développeur Mobile,https://www.jobinfocamer.com/job/40530/devops-et-developpeur-mobile-a-ads-ltd,ADS LTD,Douala,Internship
2025-02-19,Automatisation des tests logiciels,https://www.jobinfocamer.com/job/40526/automatisation-des-tests-logiciels-a-mobility-cloud,Mobility Cloud,Yaoundé,Internship
2025-02-17,INFORMATICIEN PROGRAMMEUR,https://www.jobinfocamer.com/job/40516/informaticien-programmeur-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,Part-time
2025-02-15,Développeur Full Stack,https://www.jobinfocamer.com/job/40503/developpeur-full-stack-a-big-data-solution,Big Data Solution,Yaoundé,Full-time
2025-02-13,DATA BASE LEAD,https://www.jobinfocamer.com/job/40495/data-base-lead-a-men-builder,MEN BUILDER,Douala,Full-time
2025-02-09,Développeur web,https://www.jobinfocamer.com/job/40478/developpeur-web-a-donsyl,DONSYL,Yaoundé,Full-time
2025-02-07,Assistants IT Consulting,https://www.jobinfocamer.com/job/40471/assistants-it-consulting-a-mazars-cameroun-sa,Mazars Cameroun SA,Douala,Internship
2025-02-02,Website and SEO Intern,https://www.jobinfocamer.com/job/40438/website-and-seo-intern-a-preggy-cameroon,Preggy Cameroon,Bafoussam,Internship
2025-01-29,Développeur web Laravel pro,https://www.jobinfocamer.com/job/40409/developpeur-web-laravel-pro-a-entreprise-de-la-place,Entreprise de la place,Douala,Part-time
2025-01-27,INFORMATICIEN,https://www.jobinfocamer.com/job/40396/informaticien-a-emi-money,EMI MONEY,Yaoundé,Part-time
2025-01-23,Analyste Programmeur,https://www.jobinfocamer.com/job/40371/analyste-programmeur-a-expert3dev-sarl,Expert3dev SARL,Yaoundé,Full-time
2025-01-09,Assistant.e Suivi Evaluation,https://www.jobinfocamer.com/job/40320/assistant-e-suivi-evaluation-a-la-croix-rouge-camerounaise-et-la-croix-rouge-francaise,La Croix-Rouge camerounaise et la Croix-Rouge française,Batouri - Région de l'Est Cameroun,Part-time
2025-01-09,Développeur Full Stack,https://www.jobinfocamer.com/job/40313/developpeur-full-stack-a-entreprise-de-la-place,Entreprise de la place,Douala,Full-time
2025-01-02,Technicien Informatique,https://www.jobinfocamer.com/job/40274/technicien-informatique-a-ncl-unlimited-sarl,NCL Unlimited SARL,Yaoundé,Part-time
2025-01-02,Développeur web,https://www.jobinfocamer.com/job/40272/developpeur-web-a-esoaf,ESOAF,Yaoundé,Internship
2024-12-26,Développeur Fullstack,https://www.jobinfocamer.com/job/40250/developpeur-fullstack-a-uniresa-sarl,Uniresa Sarl,Yaoundé,Full-time
2024-12-18,Informaticien,https://www.jobinfocamer.com/job/40217/informaticien-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,Full-time
2024-11-29,Développeur Web et Mobile,https://www.jobinfocamer.com/job/40156/developpeur-web-et-mobile-a-ads-ltd,ADS LTD,Douala,Internship
2024-11-26,Développeur Fullstack,https://www.jobinfocamer.com/job/40140/developpeur-fullstack-a-omamori-sarl,OMAMORI SARL,Yaoundé,Internship
2024-11-22,Consultant en Web Development et Web Marketing,https://www.jobinfocamer.com/job/40125/consultant-en-web-development-et-web-marketing-a-handling-and-transport,Handling and Transport,Yaoundé,Part-time
2024-11-19,IT SPECIALIST,https://www.jobinfocamer.com/job/40095/it-specialist-a-homepro-cameroon-limited,HOMEPRO CAMEROON LIMITED,Douala,Part-time
2024-11-14,Data Analyst,https://www.jobinfocamer.com/job/40082/data-analyst-a-areko-group,AREKO GROUP,Douala,Full-time
2024-11-14,Technicien Réseau,https://www.jobinfocamer.com/job/40080/technicien-reseau-a-twingo-sarl,Twingo SARL,Yaoundé,Internship
2024-11-08,Développeur Backend,https://www.jobinfocamer.com/job/40058/developpeur-backend-a-ste-concept-sarl,STE CONCEPT SARL,Douala,Part-time
2024-11-06,Technicien en Maintenance informatique,https://www.jobinfocamer.com/job/40043/technicien-en-maintenance-informatique-a-pme,PME,Douala,Full-time
2024-11-01,Stagiaire Informatique,https://www.jobinfocamer.com/job/40030/stagiaire-informatique-a-helen-keller-international-cameroun,Helen Keller International Cameroun,Yaoundé,Internship
2024-10-29,Chef de Projet E-Commerce,https://www.jobinfocamer.com/job/40006/chef-de-projet-e-commerce-a-areko-group,AREKO GROUP,Douala,Full-time
2024-10-29,Chef de Projet Sénior,https://www.jobinfocamer.com/job/40004/chef-de-projet-senior-a-areko-group,AREKO GROUP,Douala,Full-time
2024-10-28,Analyste de données,https://www.jobinfocamer.com/job/39994/analyste-de-donnees-a-world-wide-international-business,World Wide International Business,Douala,Full-time
2024-10-28,Développeur Full Stack,https://www.jobinfocamer.com/job/39987/developpeur-full-stack-a-big-data-solution,Big Data Solution,Yaoundé,Full-time
2024-10-22,Responsable Bureau des projets,https://www.jobinfocamer.com/job/39960/responsable-bureau-des-projets-a-itgstore,ITGSTORE,Douala,Full-time
2024-10-18,Assistant(e) Informatique,https://www.jobinfocamer.com/job/39939/assistant-e-informatique-a-high-security-company,HIGH SECURITY COMPANY,Douala,Full-time
2024-10-17,Développeur fullstack,https://www.jobinfocamer.com/job/39918/developpeur-fullstack-a-gvs-services,GVS-SERVICES,Yaoundé,Part-time
2024-10-16,SEO Specialist,https://www.jobinfocamer.com/job/39908/seo-specialist-a-ekiti-africa,Ekiti Africa,Douala,Full-time
2024-10-02,Développeur Web,https://www.jobinfocamer.com/job/39845/developpeur-web-a-entreprise-de-la-place,Entreprise de la place,Douala,Part-time
2024-10-02,Responsable IT,https://www.jobinfocamer.com/job/39840/responsable-it-a-adex-cameroun,ADEX CAMEROUN,Douala,Full-time
2024-10-01,Technicien en Maintenance Informatique,https://www.jobinfocamer.com/job/39836/technicien-en-maintenance-informatique-a-marketmyx,Marketmyx,Douala,Full-time
2024-10-01,INFORMATICIEN,https://www.jobinfocamer.com/job/39835/informaticien-a-entreprise-de-la-place,Entreprise de la place,Douala,Internship
2024-09-27,DATA ANALYST,https://www.jobinfocamer.com/job/39822/data-analyst-a-seahorse,SEAHORSE,Yaoundé,Full-time
2024-09-22,Développeur Senior React.js,https://www.jobinfocamer.com/job/39779/developpeur-senior-react-js-a-tootree-sarl,Tootree SARL,Douala,Part-time
2024-09-20,IT specialist,https://www.jobinfocamer.com/job/39775/it-specialist-a-crihss-foundation,CRIHSS FOUNDATION,Yaoundé,Part-time
2024-09-19,Data Analyst,https://www.jobinfocamer.com/job/39763/data-analyst-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,Internship
2024-09-16,Développeur Fullstack,https://www.jobinfocamer.com/job/39749/developpeur-fullstack-a-big-data-solution,Big Data Solution,Yaoundé,Internship
2024-09-04,SOFTWARE DEVELOPER,https://www.jobinfocamer.com/job/39686/software-developer-a-unics-plc-microfinance-institution,UNICS Plc. Microfinance Institution,Yaoundé,Full-time
2024-09-02,Stagiaire Professionnel Data analyst,https://www.jobinfocamer.com/job/39675/stagiaire-professionnel-data-analyst-a-groupe-arno,GROUPE ARNO,Douala,Internship
2024-08-30,Project Manager/Business Analyst,https://www.jobinfocamer.com/job/39663/project-manager-business-analyst-a-kola-group,KOLA GROUP,Douala,Full-time
2024-08-26,DÉVELOPPEUR SHOPIFY,https://www.jobinfocamer.com/job/39644/developpeur-shopify-a-world-wide-international-business,World Wide International Business,Douala,Full-time
2024-08-24,Angular/NodeJS Internship Software engineering,https://www.jobinfocamer.com/job/39633/angular-nodejs-internship-software-engineering-a-en-solutions,EN Solutions,Remote,Internship
2024-08-13,Développeur Web,https://www.jobinfocamer.com/job/39578/developpeur-web-a-entreprise-de-la-place,Entreprise de la place,Douala,Full-time
2024-08-07,Développeur Full Stack,https://www.jobinfocamer.com/job/39553/developpeur-full-stack-a-big-data-solution,Big Data Solution,Douala,Internship
2024-08-05,CHEF PROJET ODOO,https://www.jobinfocamer.com/job/39541/chef-projet-odoo-a-groupe-arno,GROUPE ARNO,Douala,Part-time
2024-08-04,Software Engineer,https://www.jobinfocamer.com/job/39536/software-engineer-a-karibu-capital,Karibu Capital,remote,Internship
2024-08-04,Développeur Java/Kafka,https://www.jobinfocamer.com/job/39532/developpeur-java-kafka-a-entreprise-de-la-place,Entreprise de la place,Douala,Full-time
2024-07-24,Tech Leader Confirmé,https://www.jobinfocamer.com/job/39476/tech-leader-confirme-a-indyli-services,INDYLI-SERVICES,Douala,Full-time
2024-07-12,IT,https://www.jobinfocamer.com/job/39405/it-a-solutions-rh-emploi-sarl,SOLUTIONS RH+ EMPLOI SARL,Douala,Internship
2024-07-09,Data Manager,https://www.jobinfocamer.com/job/39376/data-manager-a-la-croix-rouge-camerounaise-et-la-croix-rouge-francaise,La Croix-Rouge camerounaise et la Croix-Rouge française,Kousséri - Région de l'Extrême-Nord,Part-time
2024-07-08,Développeur Web,https://www.jobinfocamer.com/job/39374/developpeur-web-a-ads-ltd,ADS LTD,Douala,Internship
2024-06-25,Chef de projet,https://www.jobinfocamer.com/job/39328/chef-de-projet-a-2beintech,2BeinTech,Douala,Full-time
2024-06-23,DevOps Junior,https://www.jobinfocamer.com/job/39315/devops-junior-a-twingo-sarl,Twingo SARL,Yaoundé,Internship
2024-06-18,Technology Manager,https://www.jobinfocamer.com/job/39278/technology-manager-a-maclain-associes,Maclain & Associés,Douala,Full-time
2024-06-06,DÉVELOPPEUR WEB PHP5  FRONT ET BACK/DEVOPS,https://www.jobinfocamer.com/job/39215/developpeur-web-php5-front-et-back-devops-a-success-consults,SUCCESS CONSULTS,Yaoundé,Part-time
2024-06-02,Développeur Web Front-End,https://www.jobinfocamer.com/job/39197/developpeur-web-front-end-a-twingo-sarl,Twingo SARL,Yaoundé,Internship
2024-05-30,TECHNICIAN,https://www.jobinfocamer.com/job/39181/technician-a-carlcare-sarl,Carlcare Sarl,Douala,Full-time
2024-05-29,Responsable IT,https://www.jobinfocamer.com/job/39175/responsable-it-a-wafacash-central-africa,WAFACASH CENTRAL AFRICA,Douala,Full-time
2024-05-29,Data Engineer,https://www.jobinfocamer.com/job/39172/data-engineer-a-paysika,PaySika,Douala,Part-time
2024-05-27,Développeur Frontend (Vue.js ou React.js),https://www.jobinfocamer.com/job/39154/developpeur-frontend-vue-js-ou-react-js--a-lmt-group,LMT Group,Yaoundé,Part-time
2024-05-27,Développeur Backend Node.js,https://www.jobinfocamer.com/job/39153/developpeur-backend-node-js-a-lmt-group,LMT Group,Yaoundé,Part-time
2024-05-27,UX/UI Designer,https://www.jobinfocamer.com/job/39152/ux-ui-designer-a-lmt-group,LMT Group,Yaoundé,Part-time
2024-05-26,"ADMINISTRATEUR SYSTÈME, RÉSEAU ET APPLICATIONS",https://www.jobinfocamer.com/job/39146/administrateur-systeme-reseau-et-applications-a-mk-ba,MK BA,Douala,Part-time
2024-05-26,DÉVELOPPEUR WEB FULLSTACK,https://www.jobinfocamer.com/job/39147/developpeur-web-fullstack-a-mk-wbc,MK WBC,Douala,Part-time
2024-05-25,INGÉNIEUR MICROSOFT POWER PLATFORM,https://www.jobinfocamer.com/job/39144/ingenieur-microsoft-power-platform-a-valione,VALIONE,Yaoundé,Full-time
2024-05-24,Développeur web Java EE,https://www.jobinfocamer.com/job/39138/developpeur-web-java-ee-a-kozao-africa,Kozao Africa,Douala,Internship
2024-05-24,Testeur logiciel,https://www.jobinfocamer.com/job/39139/testeur-logiciel-a-kozao-africa,Kozao Africa,Douala,Internship
2024-05-15,IT Lecturer,https://www.jobinfocamer.com/job/39086/it-lecturer-a-ict-university-cameroon,ICT UNIVERSITY CAMEROON,Yaoundé,Full-time
2024-05-05,Développeur Full Stack,https://www.jobinfocamer.com/job/39043/developpeur-full-stack-a-entreprise-de-la-place,Entreprise de la place,Douala,Full-time
2024-04-18,Développeur web/mobile stagiaire,https://www.jobinfocamer.com/job/38945/developpeur-web-mobile-stagiaire-a-kola-group,KOLA GROUP,Douala,Internship
2024-04-09,Test Engineer,https://www.jobinfocamer.com/job/38906/test-engineer-a-transsion-holdings,TRANSSION HOLDINGS,Douala,Full-time
2024-04-08,Technicien Réseau,https://www.jobinfocamer.com/job/38900/technicien-reseau-a-twingo-sarl,Twingo SARL,Yaoundé,Internship
2024-04-03,Développeur Fullstack,https://www.jobinfocamer.com/job/38880/developpeur-fullstack-a-inter-it-services,INTER-IT SERVICES,Yaoundé,Part-time
2024-03-28,DÉVELOPPEUR/CONCEPTEUR APPLICATION MOBILE,https://www.jobinfocamer.com/job/38864/developpeur-concepteur-application-mobile-a-leckpa-group,LECKPA GROUP,Yaoundé,Internship
2024-03-27,Développeur web,https://www.jobinfocamer.com/job/38859/developpeur-web-a-startpoint,StartPoint,Yaoundé,Full-time
2024-03-24,Développeur Logiciel,https://www.jobinfocamer.com/job/38835/developpeur-logiciel-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,Internship
2024-03-23,Développeur Senior Frontend,https://www.jobinfocamer.com/job/38823/developpeur-senior-frontend-a-securtrack,SECURTRACK,Douala,Part-time
2024-03-21,IT Intern,https://www.jobinfocamer.com/job/38809/it-intern-a-utecq,UTECQ,Yaoundé,Internship
2024-03-21,Web Designer,https://www.jobinfocamer.com/job/38811/web-designer-a-entreprise-de-la-place,Entreprise de la place,Douala,Full-time
2024-03-18,Responsable IT,https://www.jobinfocamer.com/job/38794/responsable-it-a-wafacash-central-africa,WAFACASH CENTRAL AFRICA,Douala,Full-time
2024-03-06,Formateur(trice) en Robotique et IA,https://www.jobinfocamer.com/job/38728/formateur-trice-en-robotique-et-ia-a-kola-group,KOLA GROUP,Douala,Internship
2024-03-02,Responsable application,https://www.jobinfocamer.com/job/38720/responsable-application-a-startimes-media-cameroun,StarTimes Média Cameroun,Douala,Part-time
2024-03-01,Product Material Control Executive,https://www.jobinfocamer.com/job/38717/product-material-control-executive-a-carlcare-sarl,Carlcare Sarl,Douala,Full-time
2024-03-01,INTÉGRATEURS ERP ODOO,https://www.jobinfocamer.com/job/38711/integrateurs-erp-odoo-a-entreprise-de-la-place,Entreprise de la place,Douala,Part-time
2024-01-18,Gestionnaire des opérations,https://www.jobinfocamer.com/job/38360/gestionnaire-des-operations-a-davca-sarl,Davca sarl,Yaoundé,Full-time
2024-01-15,RESPONSABLE TECHNIQUE,https://www.jobinfocamer.com/job/38348/responsable-technique-a-entreprise-de-la-place,Entreprise de la place,Yaoundé,Full-time
2024-01-08,Développeur(se) Backend Java,https://www.jobinfocamer.com/job/38301/developpeur-se-backend-java-a-i-tech-sarl,I-TECH SARL,Douala,Full-time
2024-01-08,Développeur PHP,https://www.jobinfocamer.com/job/38289/developpeur-php-a-universal-software,UNIVERSAL SOFTWARE,Yaoundé,Part-time
2024-01-04,ANALYSTE-PROGRAMMEUR,https://www.jobinfocamer.com/job/38272/analyste-programmeur-a-entreprise-de-la-place,Entreprise de la place,Douala,Part-time
2023-12-28,Développeur Informatique,https://www.jobinfocamer.com/job/38223/developpeur-informatique-a-ads-ltd,ADS LTD,Douala,Internship
2023-12-20,Chef de Projet,https://www.jobinfocamer.com/job/38186/chef-de-projet-a-2beintech,2BeinTech,Douala,Full-time
2023-12-18,Développeur Full Stack,https://www.jobinfocamer.com/job/38169/developpeur-full-stack-a-2beintech,2BeinTech,Douala,Full-time
2023-12-13,Développeur web et mobile,https://www.jobinfocamer.com/job/38156/developpeur-web-et-mobile-a-waritis,Waritis,Yaoundé,Full-time
2023-12-03,Développeur web et mobile,https://www.jobinfocamer.com/job/38088/developpeur-web-et-mobile-a-universal-software,UNIVERSAL SOFTWARE,Douala,Part-time
2023-11-30,Développeur BackEnd,https://www.jobinfocamer.com/job/38061/developpeur-backend-a-boost-compagny,BOOST COMPAGNY,Yaoundé,Part-time
2023-11-21,Développeur Web Fullstack,https://www.jobinfocamer.com/job/38018/developpeur-web-fullstack-a-tradingpool-sarl,TRADINGPOOL SARL,Douala,Full-time
2023-11-14,Développeur Windev,https://www.jobinfocamer.com/job/37984/developpeur-windev-a-cgi-sarl,CGI SARL,Douala,Full-time
2023-11-09,Intelligence Artificielle,https://www.jobinfocamer.com/job/37931/intelligence-artificielle-a-wekhi-inc-,Wekhi Inc.,Douala,Internship
2023-10-31,Data Analyst,https://www.jobinfocamer.com/job/37885/data-analyst-a-nestle-foods,Nestlé Foods,Douala,Full-time
2023-10-30,Spécialiste en Référencement Web,https://www.jobinfocamer.com/job/37860/specialiste-en-referencement-web-a-imw,IMW,Yaoundé,Full-time
2023-10-18,Développeur Full Stack,https://www.jobinfocamer.com/job/37804/developpeur-full-stack-a-y-note-sarl,Y-NOTE Sarl,Yaoundé,Internship
2023-10-18,DÉVELOPPEUR WEB,https://www.jobinfocamer.com/job/37800/developpeur-web-a-mk-ba,MK BA,Douala,Part-time
2023-10-13,DÉVELOPPEUR ODOO FULLSTACK,https://www.jobinfocamer.com/job/37780/developpeur-odoo-fullstack-a-success-consults,SUCCESS CONSULTS,Yaoundé,Full-time
2023-10-13,Responsable Sécurité Informatique,https://www.jobinfocamer.com/job/37778/responsable-securite-informatique-a-wafacash-central-africa,WAFACASH CENTRAL AFRICA,Douala,Full-time
2023-10-09,Développeur SAP,https://www.jobinfocamer.com/job/37738/developpeur-sap-a-veotys-sarl,VEOTYS SARL,Douala,Internship
2023-10-09,DÉVELOPPEUR REACT-NATIVE,https://www.jobinfocamer.com/job/37739/developpeur-react-native-a-ilink-world-corporation,iLink World Corporation,Douala,Internship
2023-10-09,DÉVELOPPEUR PHP/LARAVEL,https://www.jobinfocamer.com/job/37740/developpeur-php-laravel-a-ilink-world-corporation,iLink World Corporation,Douala,Internship
2023-10-04,ASSISTANT IT,https://www.jobinfocamer.com/job/37719/assistant-it-a-homepro-cameroon-limited,HOMEPRO CAMEROON LIMITED,Douala,Part-time
2023-09-27,Développeur Freelance,https://www.jobinfocamer.com/job/37672/developpeur-freelance-a-hygironde,Hygironde,Douala,Full-time
2023-09-22,INFORMATICIEN,https://www.jobinfocamer.com/job/37644/informaticien-a-davca-sarl,DAVCA SARL,Yaoundé,Full-time
2023-09-21,Développeur Backend PHP,https://www.jobinfocamer.com/job/37638/developpeur-backend-php-a-twingo-sarl,Twingo SARL,Yaoundé,Part-time
2023-09-21,Testeur/Testeuse logiciel informatique,https://www.jobinfocamer.com/job/37635/testeur-testeuse-logiciel-informatique-a-kozao-africa,Kozao Africa,Douala,Full-time
2023-09-07,Développeur Web,https://www.jobinfocamer.com/job/37515/developpeur-web-a-startpoint,StartPoint,Yaoundé,Full-time
2023-09-05,Data Engineer,https://www.jobinfocamer.com/job/37488/data-engineer-a-ikwen-sarl,IKWEN SARL,Yaoundé,Part-time
2023-09-05,Informaticien - Développeur,https://www.jobinfocamer.com/job/37486/informaticien-developpeur-a-vicky-k-consulting,Vicky K Consulting,Douala,Full-time
2023-09-03,Développeur Full Stack Java Angular,https://www.jobinfocamer.com/job/37474/developpeur-full-stack-java-angular-a-entreprise-de-la-place,Entreprise de la place,Douala,Part-time
2023-08-31,Développeur Fullstack,https://www.jobinfocamer.com/job/37459/developpeur-fullstack-a-big-data-solution,Big Data Solution,Yaoundé,Full-time
2023-08-30,Technicien en réseaux et télécom,https://www.jobinfocamer.com/job/37455/technicien-en-reseaux-et-telecom-a-imagine-plus-ltd,IMAGINE PLUS LTD,Yaoundé,Part-time
2023-08-29,Ingénieur informatique,https://www.jobinfocamer.com/job/37445/ingenieur-informatique-a-archipel,ARCHIPEL,Douala,Internship
2023-08-18,Data scientist IA NLP,https://www.jobinfocamer.com/job/37369/data-scientist-ia-nlp-a-big-data-solution,Big Data Solution,Yaoundé,Internship
2023-08-13,Enseignants associés,https://www.jobinfocamer.com/job/37329/enseignants-associes-a-paris-formations,PARIS FORMATIONS,"Douala, Yaoundé, Bafoussam",Full-time
2023-07-31,Développeur ODOO,https://www.jobinfocamer.com/job/37248/developpeur-odoo-a-success-consults,SUCCESS CONSULTS,Douala,Full-time
2023-07-19,ADMINISTRATEUR BASE DE DONNEES,https://www.jobinfocamer.com/job/37137/administrateur-base-de-donnees-a-focep-sa,FOCEP SA,Yaoundé,Full-time
2023-07-12,Développeur Web /Mobile,https://www.jobinfocamer.com/job/37090/developpeur-web-mobile-a-donsyl,DONSYL,Yaoundé,Full-time
2023-07-10,Développeur Web,https://www.jobinfocamer.com/job/37061/developpeur-web-a-twingo-sarl,Twingo Sarl,Yaoundé,Internship
2023-07-07,Développeur OpenStack,https://www.jobinfocamer.com/job/37048/developpeur-openstack-a-hosting-and-security-services,Hosting and Security Services,Douala,Full-time
2023-07-07,Développeur Web,https://www.jobinfocamer.com/job/37046/developpeur-web-a-utecq,UTECQ,Yaoundé,Internship
2023-07-06,Ingénieur d'étude et développement Java,https://www.jobinfocamer.com/job/37038/ingenieur-d-etude-et-developpement-java-a-ditranov,DITRANOV,Yaoundé,Full-time
2023-07-03,Développeur Web,https://www.jobinfocamer.com/job/37016/developpeur-web-a-ibloomb,Ibloomb,Douala,Full-time
2023-06-30,UI/UX WebDesigner,https://www.jobinfocamer.com/job/37005/ui-ux-webdesigner-a-engie-soft-sarl,Engie Soft SARL,Douala,Full-time
2023-06-30,DÉVELOPPEUR ANGULAR,https://www.jobinfocamer.com/job/37004/developpeur-angular-a-mg-softwares,MG Softwares,Partout,Internship
2023-06-27,INFORMATICIEN ET COMMERCIAL,https://www.jobinfocamer.com/job/36991/informaticien-et-commercial-a-entreprise-de-la-place,Entreprise de la place,Douala,Full-time
2023-06-24,Service Desk Delivery Supervisor,https://www.jobinfocamer.com/job/36969/service-desk-delivery-supervisor-a-issm,ISSM,Douala,Part-time
2023-06-23,IT INFRASTRUCTURE ENGINEER,https://www.jobinfocamer.com/job/36967/it-infrastructure-engineer-a-pan-african-savings-loans-cameroun-s-a,PAN AFRICAN SAVINGS & LOANS CAMEROUN S.A,Douala,Full-time
2023-06-18,RESPONSABLE IT,https://www.jobinfocamer.com/job/36912/responsable-it-a-paris-formations,PARIS FORMATIONS,Douala,Full-time
2023-06-15,Développeur Junior Java,https://www.jobinfocamer.com/job/36898/developpeur-junior-java-a-new-generation-consulting,NEW GENERATION CONSULTING,Douala,Part-time
2023-06-10,Senior Fullstack Developer,https://www.jobinfocamer.com/job/36863/senior-fullstack-developer-a-eternal-company-limited,Eternal Company Limited,Douala,Full-time
2023-06-09,Développeur .net Full stack,https://www.jobinfocamer.com/job/36858/developpeur-net-full-stack-a-institute-of-professional-excellence,INSTITUTE OF PROFESSIONAL EXCELLENCE,Douala,Full-time
2023-06-07,DEVELOPPEURS WEB- Front PHP,https://www.jobinfocamer.com/job/36849/developpeurs-web-front-php-a-success-consults,SUCCESS CONSULTS,Douala,Full-time
2023-06-06,Junior Software Engineer,https://www.jobinfocamer.com/job/36846/junior-software-engineer-a-adipster-tech-limited,Adipster Tech Limited,Yaoundé,Full-time
2023-06-06,Technicien Réseau,https://www.jobinfocamer.com/job/36844/technicien-reseau-a-twingo-sarl,Twingo SARL,Yaoundé,Internship
2023-06-05,Consultant SAP HCM,https://www.jobinfocamer.com/job/36836/consultant-sap-hcm-a-ibn-group,IBN GROUP,Yaoundé,Internship
2023-05-30,Consultant SAP FICO/PP,https://www.jobinfocamer.com/job/36802/consultant-sap-fico-pp-a-ibn-group,IBN GROUP,Yaoundé,Internship
2023-05-17,Stagiaire en informatique,https://www.jobinfocamer.com/job/36713/stagiaire-en-informatique-a-code-for-change,Code For Change,Yaoundé,Internship
2023-05-15,Développeur web,https://www.jobinfocamer.com/job/36693/developpeur-web-a-esoaf,ESOAF,Yaoundé,Internship
2023-05-15,React Native Mobile Developer,https://www.jobinfocamer.com/job/36691/react-native-mobile-developer-a-leratel-sas,Leratel SAS,Yaoundé,Full-time
2023-05-15,INGENIEUR TELECOM,https://www.jobinfocamer.com/job/36689/ingenieur-telecom-a-entreprise-de-la-place,Entreprise de la place,Douala,Part-time
2023-05-10,Analyste développeur,https://www.jobinfocamer.com/job/36649/analyste-developpeur-a-uni2grow-cameroun-sarl,Uni2grow Cameroun SARL,Dschang,Full-time
2023-05-09,INFORMATICIENS,https://www.jobinfocamer.com/job/36645/informaticiens-a-instant-transfer,INSTANT TRANSFER,Yaoundé,Full-time
2023-05-02,Software Engineer,https://www.jobinfocamer.com/job/36582/software-engineer-a-adipster-tech-limited,Adipster Tech Limited,Yaoundé,Full-time
2023-05-02,Ingénieur Logiciel,https://www.jobinfocamer.com/job/36581/ingenieur-logiciel-a-adipster-tech-limited,Adipster Tech Limited,Yaoundé,Full-time
2023-04-28,Développeur web full stack,https://www.jobinfocamer.com/job/36568/developpeur-web-full-stack-a-jobaas-sarl,Jobaas sarl,Yaoundé,Full-time
